ISOLATE	Address	GENT	predicted_phenotype
H4-1	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/H4-1.fasta	0	0
H44-3	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/H44-3.fasta	0	0
H74-1	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/H74-1.fasta	0	0
H96E-2	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/H96E-2.fasta	0	0
NS0004	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0004.fasta	0	0
NS0020	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0020.fasta	0	0
NS0047	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0047.fasta	1	0
NS0053	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0053.fasta	0	0
NS0057	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0057.fasta	1	0
NS0062	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0062.fasta	0	0
NS0077	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0077.fasta	0	0
NS0079	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0079.fasta	0	0
NS0080	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0080.fasta	0	0
NS0093	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0093.fasta	0	0
NS0095	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0095.fasta	0	0
NS0098	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0098.fasta	0	0
NS0108	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0108.fasta	1	0
NS0109	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0109.fasta	0	0
NS0114	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0114.fasta	0	0
NS0120	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0120.fasta	0	0
NS0131	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0131.fasta	0	0
NS0147	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0147.fasta	0	0
NS0150	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0150.fasta	0	0
NS0159	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0159.fasta	0	0
NS0170	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0170.fasta	0	0
NS0171	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0171.fasta	0	0
NS0176	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0176.fasta	0	1
NS0188	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0188.fasta	NA	1
NS0194	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0194.fasta	0	1
NS0199	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0199.fasta	0	0
NS0200	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0200.fasta	0	1
NS0205	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0205.fasta	0	0
NS0209	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0209.fasta	0	0
NS0210	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0210.fasta	0	0
NS0211	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0211.fasta	0	0
NS0215	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0215.fasta	0	0
NS0217	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0217.fasta	0	0
NS0228	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0228.fasta	0	0
NS0229	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0229.fasta	0	0
NS0238	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0238.fasta	0	0
NS0259	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0259.fasta	0	0
NS0272	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0272.fasta	0	0
NS0290	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0290.fasta	0	0
NS0294	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0294.fasta	0	0
NS0305	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0305.fasta	1	1
NS0316	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0316.fasta	0	1
NS0330	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0330.fasta	0	0
NS0331	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0331.fasta	0	0
NS0332	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0332.fasta	0	0
NS0340	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0340.fasta	0	0
NS0355	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0355.fasta	0	0
NS0372	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0372.fasta	0	0
NS0383	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0383.fasta	0	0
NS0395	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0395.fasta	0	0
NS0405	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0405.fasta	0	0
NS0442	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0442.fasta	0	0
NS0501	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0501.fasta	1	1
NS0539	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0539.fasta	0	0
NS0554	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0554.fasta	0	0
NS0563	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0563.fasta	0	0
NS0564	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0564.fasta	1	0
NS0580	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0580.fasta	1	1
NS0583	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0583.fasta	0	0
NS0590	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0590.fasta	0	0
NS0601	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0601.fasta	0	0
NS0613	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0613.fasta	0	0
NS0625	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0625.fasta	0	0
NS0641	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0641.fasta	0	0
NS0642	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0642.fasta	0	0
NS0657	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0657.fasta	0	0
NS0672	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0672.fasta	0	0
NS0687	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0687.fasta	0	0
NS0717	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0717.fasta	1	0
NS0721	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0721.fasta	0	0
NS0722	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0722.fasta	1	0
NS0734	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0734.fasta	0	0
NS0747	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0747.fasta	0	0
NS0760	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0760.fasta	0	0
NS0761	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0761.fasta	0	0
NS0763	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0763.fasta	0	0
NS0787	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0787.fasta	0	0
NS0790	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0790.fasta	0	0
NS0794	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0794.fasta	0	0
NS0800	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0800.fasta	0	0
NS0822	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0822.fasta	1	1
NS0834	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0834.fasta	1	0
NS0841	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0841.fasta	0	0
NS0884	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0884.fasta	0	1
NS0889	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0889.fasta	1	1
NS0898	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0898.fasta	0	0
NS0901	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0901.fasta	0	0
NS0940	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0940.fasta	0	0
NS0972	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0972.fasta	0	0
NS0992	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS0992.fasta	0	0
NS1001	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1001.fasta	0	1
NS1020	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1020.fasta	0	0
NS1027	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1027.fasta	0	0
NS1050	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1050.fasta	0	1
NS1066	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1066.fasta	0	0
NS1068	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1068.fasta	0	0
NS1091	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1091.fasta	0	0
NS1105	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1105.fasta	0	0
NS1106	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1106.fasta	0	0
NS1114	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1114.fasta	0	1
NS1117	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1117.fasta	0	0
NS1124	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1124.fasta	0	1
NS1131	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1131.fasta	0	1
NS1132	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1132.fasta	0	0
NS1162	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1162.fasta	0	0
NS1171	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1171.fasta	0	0
NS1172	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1172.fasta	0	0
NS1180	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1180.fasta	0	0
NS1184	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1184.fasta	1	1
NS1200	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1200.fasta	0	0
NS1214	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1214.fasta	0	1
NS1230	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1230.fasta	0	0
NS1288	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1288.fasta	0	0
NS1289	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1289.fasta	0	0
NS1290	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1290.fasta	0	0
NS1298	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1298.fasta	0	0
NS1309	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1309.fasta	0	0
NS1318	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1318.fasta	0	0
NS1336	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1336.fasta	0	0
NS1359	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1359.fasta	0	0
NS1365	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1365.fasta	0	0
NS1369	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1369.fasta	0	0
NS1412	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1412.fasta	0	0
NS1438	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1438.fasta	0	0
NS1464	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1464.fasta	0	0
NS1477	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1477.fasta	0	0
NS1492	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1492.fasta	0	0
NS1531	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1531.fasta	1	1
NS1623	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1623.fasta	0	0
NS1640	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1640.fasta	0	0
NS1649	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1649.fasta	0	0
NS1659	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1659.fasta	0	0
NS1685	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1685.fasta	0	0
NS1689	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1689.fasta	1	1
NS1691	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1691.fasta	0	0
NS1692	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1692.fasta	0	0
NS1693	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1693.fasta	0	0
NS1694	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/NS1694.fasta	0	0
R19-2	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/R19-2.fasta	0	0
R1E-3	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/R1E-3.fasta	0	0
R20-1	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/R20-1.fasta	0	0
R2-2	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/R2-2.fasta	0	0
R26E-1	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/R26E-1.fasta	0	0
R29-2	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/R29-2.fasta	0	0
R30-1	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/R30-1.fasta	0	0
R37-3	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/R37-3.fasta	0	0
R43E-1	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/R43E-1.fasta	0	0
R49-3	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/R49-3.fasta	0	0
R50-2	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/R50-2.fasta	0	0
R51-2	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/R51-2.fasta	0	0
R52-1	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/R52-1.fasta	0	0
R53-2	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/R53-2.fasta	0	0
R5E-3	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/R5E-3.fasta	0	0
R7-1	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/R7-1.fasta	0	0
SS0002	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0002.fasta	0	0
SS0003	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0003.fasta	0	0
SS0004	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0004.fasta	0	1
SS0005	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0005.fasta	0	0
SS0006	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0006.fasta	0	0
SS0007	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0007.fasta	0	0
SS0008	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0008.fasta	0	0
SS0009	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0009.fasta	1	1
SS0010	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0010.fasta	0	0
SS0011	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0011.fasta	0	1
SS0012	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0012.fasta	0	0
SS0013	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0013.fasta	0	0
SS0015	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0015.fasta	0	0
SS0016	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0016.fasta	0	0
SS0017	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0017.fasta	0	1
SS0018	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0018.fasta	0	0
SS0020	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0020.fasta	0	0
SS0021	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0021.fasta	NA	1
SS0022	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0022.fasta	0	0
SS0023	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0023.fasta	0	0
SS0024	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0024.fasta	0	0
SS0025	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0025.fasta	0	0
SS0026	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0026.fasta	0	0
SS0028	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0028.fasta	0	0
SS0029	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0029.fasta	0	0
SS0030	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0030.fasta	0	0
SS0031	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0031.fasta	0	0
SS0032	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0032.fasta	0	0
SS0033	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0033.fasta	0	0
SS0034	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0034.fasta	0	1
SS0036	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0036.fasta	1	0
SS0037	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0037.fasta	0	0
SS0038	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0038.fasta	0	0
SS0039	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0039.fasta	0	0
SS0040	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0040.fasta	0	0
SS0041	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0041.fasta	0	0
SS0042	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0042.fasta	0	0
SS0046	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SS0046.fasta	0	0
SWEnt_0923	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_0923.fasta	0	0
SWEnt_0924	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_0924.fasta	0	0
SWEnt_0932	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_0932.fasta	0	0
SWEnt_0933	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_0933.fasta	0	0
SWEnt_0939	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_0939.fasta	0	0
SWEnt_0943	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_0943.fasta	0	0
SWEnt_0978	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_0978.fasta	0	0
SWEnt_0980	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_0980.fasta	0	0
SWEnt_0984	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_0984.fasta	0	0
SWEnt_0985	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_0985.fasta	0	0
SWEnt_1012	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1012.fasta	0	0
SWEnt_1013	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1013.fasta	0	0
SWEnt_1073	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1073.fasta	0	0
SWEnt_1077	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1077.fasta	0	0
SWEnt_1143	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1143.fasta	0	0
SWEnt_1156	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1156.fasta	0	0
SWEnt_1158	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1158.fasta	0	0
SWEnt_1159	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1159.fasta	0	0
SWEnt_1160	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1160.fasta	0	0
SWEnt_1169	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1169.fasta	0	0
SWEnt_1171	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1171.fasta	0	0
SWEnt_1183	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1183.fasta	0	0
SWEnt_1192	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1192.fasta	0	0
SWEnt_1193	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1193.fasta	0	0
SWEnt_1194	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1194.fasta	0	0
SWEnt_1195	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1195.fasta	0	0
SWEnt_1198	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1198.fasta	0	0
SWEnt_1210	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1210.fasta	0	0
SWEnt_1216	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEnt_1216.fasta	0	0
SWEntR_0048	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0048.fasta	0	0
SWEntR-0113	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR-0113.fasta	0	0
SWEntR_0124	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0124.fasta	0	0
SWEntR_0225	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0225.fasta	0	0
SWEntR_0229	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0229.fasta	0	0
SWEntR_0235	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0235.fasta	0	0
SWEntR_0244	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0244.fasta	0	0
SWEntR_0252	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0252.fasta	0	0
SWEntR_0253	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0253.fasta	0	0
SWEntR_0256	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0256.fasta	0	0
SWEntR_0262	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0262.fasta	0	0
SWEntR_0266	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0266.fasta	0	0
SWEntR_0269	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0269.fasta	0	0
SWEntR_0271	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0271.fasta	0	0
SWEntR_0278	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0278.fasta	0	0
SWEntR_0303	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0303.fasta	0	0
SWEntR_0309	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0309.fasta	0	0
SWEntR_0325	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0325.fasta	0	0
SWEntR_0331	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0331.fasta	0	0
SWEntR_0335	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0335.fasta	0	0
SWEntR_0338	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0338.fasta	0	0
SWEntR_0348	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0348.fasta	0	0
SWEntR_0358	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0358.fasta	0	0
SWEntR_0363	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0363.fasta	0	0
SWEntR_0364	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0364.fasta	0	0
SWEntR_0365	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0365.fasta	0	0
SWEntR_0367	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0367.fasta	1	1
SWEntR_0376	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0376.fasta	0	0
SWEntR_0379	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0379.fasta	0	0
SWEntR_0383	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0383.fasta	0	0
SWEntR_0385	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0385.fasta	0	0
SWEntR_0386	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0386.fasta	0	0
SWEntR_0396	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/SWEntR_0396.fasta	0	0
VRE0003	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0003.fasta	0	0
VRE0005	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0005.fasta	0	0
VRE0007	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0007.fasta	0	0
VRE0008	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0008.fasta	0	0
VRE0009	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0009.fasta	0	0
VRE0010	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0010.fasta	0	0
VRE0011	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0011.fasta	0	0
VRE0012	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0012.fasta	0	0
VRE0013	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0013.fasta	0	0
VRE0014	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0014.fasta	0	0
VRE0015	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0015.fasta	0	0
VRE0016	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0016.fasta	0	0
VRE0017	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0017.fasta	0	0
VRE0018	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0018.fasta	0	0
VRE0019	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0019.fasta	0	0
VRE0020	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0020.fasta	0	0
VRE0021	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0021.fasta	0	0
VRE0022	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0022.fasta	0	0
VRE0023	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0023.fasta	1	0
VRE0024	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0024.fasta	0	0
VRE0025	/storage8/erkia/Enterococcus_CA_TESTSET/Genomes/VRE0025.fasta	0	0
